city_risk,season_risk,forecast_risk,income_volatility,platform_count,weeks_active,persona_type,weekly_premium
0.5928,0.7848,0.8461,0.5372,1,19,2,115.89
0.5325,0.4472,0.3683,0.74,1,25,1,107.12
0.6089,0.2604,0.1842,0.589,3,18,2,89.76
0.6047,0.7036,0.6952,0.1224,3,8,2,97.68
0.5489,0.4396,0.4129,0.2163,3,29,2,78.47
0.7295,0.4376,0.337,0.528,3,34,2,92.25
0.6763,0.3426,0.4178,0.5907,2,23,0,96.45
0.6589,0.5092,0.3736,0.1865,3,22,2,93.39
0.6317,0.2419,0.2631,0.5126,1,7,0,91.06
0.6123,0.6586,0.7688,0.3276,3,43,0,101.74
0.6334,0.3893,0.3736,0.1062,3,26,0,78.81
0.5919,0.3149,0.3671,0.634,1,46,0,107.9
0.6218,0.3779,0.378,0.7878,2,6,0,92.14
0.5984,0.4465,0.3318,0.3006,3,22,2,85.29
0.5835,0.5961,0.6988,0.6403,1,28,1,111.95
0.6635,0.3248,0.2703,0.3846,3,49,1,81.52
0.6518,0.4143,0.4318,0.4242,2,16,2,87.43
0.6656,0.5424,0.4078,0.1244,2,16,0,93.93
0.6001,0.6789,0.4971,0.6746,2,8,0,108.51
0.6618,0.2088,0.2387,0.6165,1,25,0,85.69
0.6667,0.5737,0.442,0.1377,3,43,2,95.09
0.6756,0.6868,0.5417,0.1533,1,9,0,98.09
0.5583,0.941,0.7277,0.5567,1,15,1,114.24
0.6321,0.3382,0.2826,0.2894,2,50,1,92.19
0.6187,0.3397,0.2901,0.5248,1,1,1,95.4
0.4972,0.4973,0.4285,0.7114,1,35,0,100.28
0.5935,0.3538,0.4065,0.5437,3,42,0,93.11
0.5971,0.9574,1.0,0.5956,3,38,1,120.43
0.6628,0.9842,1.0,0.3401,3,6,1,117.91
0.5915,0.6201,0.7113,0.6554,1,37,1,119.79
0.6392,0.7625,0.5786,0.2182,1,44,1,102.22
0.6963,0.4255,0.3118,0.734,1,41,2,108.14
0.7201,0.844,0.7196,0.2241,2,1,0,108.73
0.6582,0.9054,0.9038,0.4872,3,36,2,120.98
0.6187,0.6727,0.5466,0.6249,1,52,0,114.62
0.6845,0.8837,1.0,0.4466,3,42,0,110.42
0.7855,0.3802,0.3957,0.3095,1,23,1,102.33
0.5765,0.373,0.3457,0.3745,2,16,2,87.25
0.5412,0.4482,0.344,0.4443,2,25,0,88.44
0.619,0.4283,0.4875,0.1736,3,13,1,74.7
0.5666,0.4658,0.5396,0.1351,1,9,2,98.84
0.6134,0.3293,0.3904,0.6179,2,14,1,96.36
0.6197,0.2413,0.1916,0.4418,2,24,2,84.74
0.6723,0.7402,0.5498,0.5246,2,19,0,101.98
0.6663,0.3764,0.4262,0.743,3,30,1,98.29
0.6343,0.497,0.3547,0.4094,3,12,1,82.53
0.7153,0.7706,0.5948,0.5979,2,30,2,106.15
0.7305,0.4081,0.5002,0.6287,2,3,0,109.47
0.709,0.2051,0.191,0.5014,1,5,0,88.4
0.567,0.4497,0.4131,0.1663,2,3,2,93.45
0.6806,0.3336,0.3809,0.4021,2,43,0,90.82
0.6007,0.6526,0.6183,0.4437,2,49,1,93.66
0.5311,0.2286,0.1766,0.6001,2,16,1,88.04
0.6088,0.8953,1.0,0.2007,3,2,2,117.0
0.7229,0.3286,0.3444,0.3448,2,22,2,96.09
0.6245,0.2189,0.266,0.1573,1,44,1,79.66
0.6834,0.4851,0.5069,0.5177,2,20,0,92.56
0.6302,0.2127,0.1648,0.7924,3,17,0,75.32
0.6053,0.777,0.8975,0.2633,1,43,0,111.05
0.6521,0.2087,0.2184,0.5031,3,33,1,76.94
0.6268,0.7401,0.529,0.5832,1,7,2,120.36
0.6579,0.6612,0.7813,0.192,1,30,2,104.86
0.7054,0.4934,0.6028,0.3308,1,27,1,102.57
0.5573,0.2226,0.1559,0.4463,3,4,1,64.79
0.6661,0.2018,0.2035,0.5176,3,24,0,83.01
0.7135,0.3104,0.2724,0.1646,1,47,0,83.18
0.5474,0.4117,0.53,0.1918,2,34,2,87.1
0.6724,0.2146,0.2716,0.7673,3,40,2,91.18
0.7336,0.8233,0.9776,0.403,3,6,1,121.27
0.6391,0.9053,0.9773,0.3798,2,25,1,112.43
0.6348,0.3866,0.3763,0.1516,1,22,1,93.91
0.6202,0.2137,0.2146,0.3362,1,52,0,84.9
0.6012,0.6479,0.7211,0.1787,2,36,0,104.47
0.5587,0.5485,0.6509,0.216,1,15,0,87.73
0.6475,0.6684,0.4755,0.1377,1,39,1,105.13
0.6198,0.5833,0.4114,0.6011,1,34,2,110.0
0.7148,0.7207,0.7321,0.7618,1,48,0,120.75
0.6706,0.2826,0.3029,0.2446,1,35,1,88.36
0.6612,0.2367,0.2229,0.7384,1,26,0,99.38
0.6282,0.4071,0.3971,0.5631,2,45,0,109.55
0.6235,0.7441,0.8577,0.1648,3,28,0,98.9
0.5829,0.253,0.2074,0.1919,3,42,0,77.36
0.5827,0.3533,0.3289,0.1566,2,46,1,91.06
0.5914,0.8573,0.6034,0.571,1,4,1,115.92
0.7526,0.6778,0.5718,0.1548,1,49,2,107.88
0.7964,0.3021,0.3556,0.7319,1,10,1,105.7
0.6444,0.2092,0.1829,0.3736,2,7,0,78.93
0.6715,0.2356,0.2536,0.6737,1,2,0,94.9
0.6802,0.2688,0.2883,0.1147,2,14,0,84.44
0.5923,0.4842,0.6002,0.2524,1,33,2,104.83
0.6052,0.4162,0.4935,0.3649,2,29,0,86.46
0.5697,0.3354,0.4248,0.2465,3,46,0,77.45
0.6268,0.3317,0.4216,0.6984,1,14,0,96.45
0.6465,0.7957,0.7726,0.6563,3,6,2,109.95
0.6828,0.8997,0.9278,0.1499,1,36,1,113.48
0.6089,0.9369,0.6744,0.7354,1,14,0,127.57
0.5663,0.7803,0.8292,0.2387,2,43,1,102.53
0.6619,0.6798,0.7369,0.4726,3,1,1,96.85
0.6312,0.8593,1.0,0.4925,1,36,0,118.55
0.6008,0.7142,0.5299,0.5296,2,20,2,99.71
0.6457,0.2202,0.2726,0.5463,2,10,0,101.71
0.5386,0.4228,0.327,0.2661,2,22,0,79.17
0.6614,0.8812,0.7882,0.476,3,25,2,98.17
0.7283,0.6139,0.5415,0.5869,1,39,0,109.01
0.5078,0.6621,0.5521,0.678,3,25,0,102.38
0.5762,0.6764,0.6776,0.7588,2,38,1,108.06
0.6158,0.238,0.1874,0.7864,2,25,1,87.92
0.619,0.2495,0.1772,0.3334,1,6,0,88.95
0.5841,0.3665,0.2678,0.5867,1,15,2,96.24
0.6134,0.2588,0.2582,0.7595,3,38,0,88.36
0.6673,0.6237,0.7664,0.3859,3,26,0,105.64
0.5316,0.6704,0.5445,0.5615,2,17,2,108.61
0.6304,0.6572,0.6659,0.202,2,5,2,103.88
0.6331,0.3646,0.2648,0.7551,2,20,0,92.54
0.6193,0.3601,0.3786,0.487,2,24,2,88.65
0.6448,0.4406,0.501,0.1258,1,15,1,94.03
0.6335,0.4464,0.4276,0.1875,1,43,2,92.99
0.5307,0.6378,0.5749,0.4012,1,27,1,107.06
0.7298,0.2018,0.2421,0.5182,3,3,2,83.88
0.6763,0.8472,0.8135,0.2294,1,43,0,115.75
0.6462,0.846,0.9927,0.3167,2,29,1,104.41
0.6411,0.3766,0.3271,0.2087,3,1,2,82.37
0.651,0.9451,0.6959,0.5384,2,43,2,117.47
0.5936,0.4455,0.5312,0.1475,3,6,1,76.59
0.5333,0.2247,0.2548,0.1793,1,44,2,82.58
0.6149,0.8276,0.8324,0.558,1,13,1,126.5
0.6004,0.3401,0.2725,0.4056,2,52,1,90.14
0.6035,0.9819,1.0,0.5423,2,39,0,116.12
0.5892,0.718,0.6293,0.6158,1,16,0,114.19
0.4981,0.4765,0.484,0.3297,1,23,2,98.33
0.6608,0.6722,0.8403,0.6923,2,29,2,119.31
0.5946,0.3506,0.4001,0.2382,3,4,2,93.27
0.5512,0.335,0.2482,0.1199,1,18,2,86.17
0.5657,0.4148,0.4911,0.4106,1,8,1,105.35
0.6313,0.4165,0.4097,0.2168,1,28,2,92.39
0.6037,0.3077,0.2978,0.7616,3,51,2,89.04
0.7073,0.3768,0.3245,0.1157,1,17,2,85.51
0.5978,0.971,0.8383,0.6418,2,48,0,119.35
0.6891,0.432,0.5569,0.2235,3,41,1,91.33
0.6777,0.717,0.5623,0.7648,1,10,0,118.79
0.668,0.2459,0.3051,0.3291,2,28,2,88.87
0.5076,0.4345,0.4171,0.4939,3,43,0,89.89
0.6683,0.8698,0.6448,0.608,1,27,2,111.62
0.5813,0.441,0.3294,0.1485,2,50,0,89.07
0.6403,0.7307,0.8678,0.3492,1,1,0,117.62
0.6884,0.3906,0.3542,0.2094,2,36,0,89.58
0.6117,0.8088,1.0,0.6643,1,38,2,121.04
0.5402,0.7502,0.6509,0.2847,2,17,2,100.74
0.6454,0.2248,0.2017,0.5881,2,7,2,99.06
0.5833,0.6582,0.809,0.7592,2,51,0,112.99
0.6853,0.4931,0.4111,0.6391,2,46,2,108.66
0.6205,0.8375,1.0,0.3867,2,35,1,113.33
0.6023,0.5391,0.5112,0.2136,2,17,0,102.28
0.5404,0.2516,0.223,0.4681,1,19,0,91.29
0.5452,0.8727,0.7865,0.3324,2,48,2,111.94
0.5352,0.8155,0.8394,0.261,2,3,2,107.98
0.5606,0.4112,0.437,0.5722,1,33,2,97.64
0.607,0.267,0.2835,0.2675,2,14,1,80.4
0.5496,0.7682,0.7636,0.716,1,37,1,120.22
0.6084,0.5127,0.5297,0.3812,2,32,1,100.81
0.6148,0.6688,0.5428,0.4893,2,10,1,103.56
0.618,0.8071,0.6257,0.1516,2,28,1,104.44
0.6587,0.2351,0.2068,0.6533,3,17,0,91.59
0.6054,0.2419,0.269,0.1079,2,38,0,79.62
0.6775,0.4089,0.4746,0.5282,2,11,2,99.49
0.6195,0.7294,0.6786,0.2472,3,11,1,105.23
0.6796,0.4583,0.451,0.571,1,5,2,106.25
0.5519,0.4134,0.3586,0.1845,2,29,2,78.27
0.6475,0.5561,0.5687,0.217,1,17,2,102.04
0.538,0.3293,0.3678,0.4688,2,26,0,95.33
0.6794,0.6543,0.7705,0.538,3,31,2,108.43
0.6341,0.2941,0.2124,0.2821,2,13,1,79.75
0.5529,0.2087,0.2071,0.1354,1,9,2,86.95
0.6424,0.7509,0.8441,0.2653,1,13,1,115.72
0.634,0.9308,0.9699,0.4705,1,15,1,132.69
0.5676,0.869,1.0,0.2525,1,33,1,119.79
0.6127,0.8952,0.9297,0.5307,1,4,2,129.02
0.6397,0.4003,0.485,0.5818,2,45,2,105.22
0.6584,0.85,0.7039,0.3784,3,2,2,102.08
0.6678,0.3593,0.3019,0.4341,3,1,2,93.38
0.557,0.6833,0.4883,0.4873,1,30,1,112.86
0.5761,0.3224,0.3803,0.3313,1,42,2,84.22
0.6065,0.4233,0.4927,0.2909,2,2,0,94.41
0.712,0.9708,0.7726,0.3183,1,14,0,122.22
0.7415,0.6344,0.7515,0.3065,1,49,2,106.01
0.5986,0.3342,0.3066,0.3548,1,45,0,86.68
0.5738,0.7045,0.9151,0.5431,2,24,0,116.98
0.7204,0.2785,0.2621,0.58,3,41,1,86.86
0.6253,0.6535,0.7838,0.7191,2,13,0,109.27
0.541,0.4943,0.4508,0.4407,2,9,2,93.66
0.6812,0.3551,0.2901,0.1945,3,38,0,82.58
0.693,0.9788,0.7161,0.6842,2,44,2,118.98
0.6541,0.4455,0.4197,0.2826,2,5,2,92.95
0.5558,0.7073,0.7559,0.712,3,2,2,112.93
0.661,0.277,0.3169,0.6682,3,46,2,91.34
0.6425,0.8956,1.0,0.4373,2,51,2,123.1
0.5572,0.753,0.6212,0.1199,2,36,1,102.19
0.5337,0.2953,0.283,0.366,1,42,2,77.72
0.65,0.4358,0.4304,0.7264,1,44,1,108.37
0.6776,0.403,0.4151,0.3925,2,46,0,94.1
0.6782,0.3194,0.3509,0.2623,2,25,1,88.57
0.6797,0.7206,0.7909,0.3695,3,38,2,108.0
0.6794,0.381,0.3499,0.1695,1,35,0,95.27
0.6442,0.3204,0.3569,0.4526,1,26,2,93.54
0.6685,0.8904,1.0,0.6293,2,31,1,125.23
0.6135,0.3108,0.3692,0.3881,3,3,0,88.62
0.6419,0.4135,0.5194,0.4566,2,12,2,90.91
0.6109,0.3338,0.2519,0.6445,2,16,2,91.27
0.6727,0.829,0.7075,0.4493,2,19,1,113.56
0.5242,0.2383,0.1808,0.5289,1,51,1,88.42
0.6405,0.6624,0.8596,0.7003,2,51,2,110.56
0.6228,0.2912,0.275,0.7481,2,18,2,89.01
0.6883,0.9499,1.0,0.2742,3,7,0,118.48
0.5812,0.3692,0.4748,0.2279,3,14,0,74.93
0.5336,0.4748,0.5677,0.608,3,46,1,89.22
0.6448,0.6545,0.754,0.4905,2,8,0,108.44
0.7171,0.4937,0.3596,0.1826,3,17,2,75.26
0.7064,0.3394,0.4057,0.7685,1,45,2,114.47
0.5173,0.9865,0.9793,0.7586,1,51,2,135.57
0.6012,0.6562,0.6876,0.4488,3,37,2,98.65
0.6282,0.8434,0.8972,0.7455,1,17,1,128.96
0.6324,0.7725,1.0,0.6979,2,16,2,123.27
0.6036,0.9271,1.0,0.2718,3,17,0,108.04
0.6341,0.3533,0.2504,0.2828,3,23,0,80.77
0.6639,0.2159,0.2196,0.6752,3,6,0,82.04
0.5792,0.2024,0.2106,0.48,1,51,1,78.09
0.6413,0.2214,0.2131,0.5079,1,23,2,91.09
0.6959,0.218,0.205,0.5449,3,37,2,90.47
0.6287,0.2149,0.2448,0.7283,3,11,1,80.55
0.6496,0.3766,0.3718,0.1082,3,38,1,76.11
0.5956,0.4176,0.4073,0.5928,2,27,0,104.25
0.5569,0.3778,0.3663,0.5701,2,8,0,85.02
0.6649,0.8327,0.732,0.3994,3,17,1,117.8
0.6764,0.2116,0.2251,0.42,3,47,0,78.98
0.7099,0.2139,0.1996,0.2424,1,52,0,86.71
0.5212,0.5403,0.6424,0.4839,2,25,2,96.76
0.5659,0.4993,0.5628,0.2663,1,36,2,102.54
0.5805,0.682,0.729,0.4924,1,49,2,117.65
0.6783,0.6895,0.5223,0.7832,2,4,0,117.05
0.6788,0.2578,0.2173,0.4162,3,50,2,77.77
0.6432,0.6763,0.7973,0.4884,1,47,2,118.49
0.6617,0.2065,0.2337,0.2611,3,22,2,84.0
0.629,0.2774,0.2669,0.1957,3,13,2,79.31
0.55,0.4304,0.5111,0.6568,1,38,0,94.91
0.6441,0.5063,0.4601,0.7899,1,20,2,117.69
0.5919,0.3899,0.3557,0.5625,3,34,1,96.83
0.6126,0.3834,0.417,0.6322,2,24,0,93.3
0.5658,0.2195,0.1852,0.1756,1,1,1,83.36
0.6499,0.386,0.3811,0.37,2,47,0,88.37
0.5655,0.3611,0.3425,0.4287,1,3,1,84.38
0.542,0.6976,0.8598,0.3297,1,5,1,104.55
0.6552,0.6593,0.6842,0.1024,3,16,1,97.62
0.5705,0.3517,0.4458,0.558,2,24,1,93.44
0.6053,0.7905,0.7593,0.4928,3,34,0,106.65
0.5401,0.675,0.5526,0.6727,2,48,2,111.53
0.7118,0.2672,0.2726,0.7637,3,41,1,89.26
0.5666,0.2484,0.223,0.7955,2,27,2,94.02
0.6525,0.4486,0.5114,0.7094,3,34,2,94.0
0.6184,0.2201,0.1845,0.1981,2,17,1,68.53
0.6648,0.4073,0.3941,0.5701,3,44,1,92.84
0.6921,0.3625,0.4673,0.2473,1,42,1,93.34
0.6242,0.4847,0.5175,0.4672,3,1,1,95.01
0.6551,0.6671,0.5875,0.6709,2,7,2,110.19
0.545,0.9966,0.8182,0.7035,2,6,1,119.37
0.5967,0.8517,0.7957,0.6299,2,22,2,107.46
0.6275,0.361,0.4113,0.1745,3,44,1,78.16
0.6821,0.9081,0.7627,0.4471,3,40,0,120.0
0.5726,0.8182,0.9288,0.2845,1,22,2,119.53
0.4971,0.7988,0.7168,0.6929,2,24,0,115.34
0.7458,0.408,0.476,0.3438,2,43,1,92.85
0.6181,0.3166,0.3857,0.3106,2,34,0,91.39
0.6603,0.6056,0.6094,0.5861,3,12,2,104.85
0.5582,0.5194,0.6606,0.3517,3,34,2,88.21
0.6996,0.8453,0.8415,0.3133,1,3,2,120.37
0.4558,0.5948,0.4264,0.3232,1,32,1,89.88
0.635,0.4794,0.4754,0.4706,2,3,0,98.91
0.6875,0.5122,0.3653,0.515,1,37,0,103.39
0.6761,0.241,0.2218,0.479,2,21,0,90.07
0.6069,0.6703,0.7297,0.1473,2,38,1,100.49
0.6308,0.401,0.3036,0.3563,1,33,1,94.99
0.6612,0.3803,0.3917,0.6021,3,34,2,82.58
0.6507,0.4093,0.3465,0.5343,3,45,1,91.96
0.6528,0.8418,1.0,0.7662,1,37,1,128.5
0.5988,0.3058,0.2306,0.5878,1,7,1,98.45
0.6323,0.3394,0.3813,0.6772,2,8,1,89.78
0.5686,0.377,0.2935,0.1743,2,36,0,95.8
0.6849,0.4505,0.5199,0.2169,1,7,0,97.79
0.7377,0.2038,0.1473,0.3652,1,31,0,78.38
0.6105,0.2732,0.2869,0.2219,2,8,0,85.16
0.6856,0.3241,0.3033,0.7321,1,52,2,105.4
0.6055,0.3147,0.2255,0.4818,3,8,2,88.69
0.7053,0.2643,0.2428,0.2699,3,35,1,78.0
0.6157,0.6177,0.7408,0.5915,3,35,2,94.17
0.5033,0.8986,1.0,0.3641,2,22,2,105.19
0.5645,0.7802,0.9606,0.5583,1,30,1,127.36
0.531,0.3432,0.2742,0.6474,1,48,2,95.58
0.6833,0.3416,0.3074,0.4238,3,8,2,71.76
0.6645,0.8831,1.0,0.1912,1,24,0,123.0
0.7399,0.3571,0.3472,0.7644,2,51,0,93.89
0.555,0.2789,0.2285,0.6595,2,25,2,95.33
0.6104,0.8338,1.0,0.3781,1,45,2,122.48
0.5499,0.4116,0.3625,0.1064,3,15,2,72.38
0.6396,0.4094,0.406,0.7835,1,14,2,100.6
0.5539,0.4067,0.4255,0.1438,3,21,0,67.77
0.652,0.2825,0.2707,0.6161,1,39,0,96.74
0.6401,0.5054,0.6188,0.7982,2,14,0,99.04
0.5043,0.4265,0.5033,0.3831,3,5,2,84.17
0.5316,0.2316,0.2622,0.6451,3,29,0,83.23
0.6103,0.3373,0.3746,0.7713,1,51,0,101.53
0.6211,0.2925,0.2073,0.5906,2,45,1,84.42
0.5898,0.6744,0.5678,0.1158,1,36,1,99.99
0.6507,0.8927,0.9274,0.2483,3,14,2,114.25
0.605,0.7003,0.8151,0.2251,2,42,0,100.09
0.5795,0.6786,0.6497,0.5581,3,13,1,91.42
0.6565,0.3881,0.4817,0.1344,3,45,0,83.32
0.6467,0.6678,0.7975,0.5332,3,14,2,103.99
0.6249,0.9305,0.9672,0.6936,1,35,1,130.09
0.6177,0.9886,1.0,0.6666,3,52,0,121.18
0.6861,0.7834,0.8144,0.1053,2,43,1,105.33
0.7497,0.3364,0.3394,0.7911,1,25,2,99.51
0.5824,0.8948,1.0,0.3173,2,19,2,111.38
0.6549,0.2453,0.26,0.6474,2,25,2,84.08
0.6067,0.8365,0.9105,0.2548,3,8,2,108.94
0.6821,0.294,0.3364,0.5044,1,8,0,91.2
0.6503,0.2103,0.2111,0.3862,1,47,1,85.87
0.6875,0.577,0.4882,0.58,1,5,2,111.7
0.6081,0.2115,0.26,0.5233,1,7,1,94.07
0.6748,0.3224,0.417,0.7169,2,8,2,95.62
0.5917,0.2821,0.3118,0.6032,2,10,0,90.36
0.5944,0.7501,0.5877,0.1473,2,12,2,99.51
0.5986,0.8546,0.9525,0.776,3,34,2,117.97
0.7053,0.9076,1.0,0.2956,2,1,0,115.78
0.5931,0.3509,0.3568,0.6052,2,2,0,87.37
0.6167,0.4418,0.4955,0.463,1,2,2,104.5
0.6561,0.9451,0.8647,0.4577,2,30,1,128.73
0.5702,0.4555,0.5478,0.5657,1,32,0,105.85
0.5908,0.4208,0.3379,0.6207,1,2,1,104.51
0.6966,0.3421,0.3949,0.5251,1,16,0,102.9
0.5914,0.5573,0.4399,0.2041,1,32,1,93.92
0.639,0.4433,0.549,0.4848,2,3,0,102.2
0.7539,0.8012,0.7306,0.2677,1,2,0,114.4
0.6127,0.2959,0.3456,0.4435,2,18,2,94.76
0.5475,0.9249,0.9427,0.6776,1,27,0,127.99
0.5985,0.4626,0.5217,0.2186,1,49,1,98.46
0.5834,0.6735,0.6696,0.2195,1,20,2,106.55
0.659,0.5314,0.6496,0.5343,1,50,1,106.39
0.651,0.5306,0.5408,0.5938,1,31,1,110.2
0.5569,0.332,0.335,0.2689,2,28,1,86.26
0.7373,0.5993,0.6434,0.1347,3,35,2,92.03
0.6186,0.4187,0.3436,0.3047,3,37,2,89.3
0.6279,0.3292,0.305,0.5557,2,17,0,91.85
0.5957,0.2108,0.2172,0.6693,3,33,1,79.66
0.5824,0.3571,0.2864,0.1091,1,10,1,85.99
0.6448,0.215,0.1592,0.7012,1,37,0,93.96
0.5892,0.8887,0.6558,0.6918,3,21,0,119.57
0.5657,0.3044,0.2652,0.2389,1,33,1,80.15
0.6648,0.275,0.1972,0.3869,1,49,1,83.85
0.5905,0.4305,0.5018,0.1818,1,30,0,91.04
0.531,0.3834,0.3877,0.5913,2,3,1,93.49
0.5738,0.7894,0.7275,0.3825,2,36,2,112.3
0.5369,0.369,0.3009,0.5584,2,20,0,90.48
0.5596,0.8508,1.0,0.7952,3,2,2,111.84
0.6246,0.2804,0.322,0.6064,3,24,2,83.72
0.7427,0.7639,0.7462,0.3408,1,26,0,117.89
0.6755,0.2455,0.2401,0.5019,3,40,0,81.49
0.5903,0.2604,0.2293,0.1839,3,34,1,82.28
0.606,0.7595,0.7131,0.6511,3,51,1,113.77
0.6036,0.3077,0.3363,0.3865,3,21,0,84.59
0.6638,0.4644,0.3688,0.3294,2,29,1,91.35
0.6817,0.9635,1.0,0.1434,3,37,1,105.55
0.6511,0.8736,0.7106,0.1684,1,51,2,114.68
0.602,0.222,0.2529,0.6942,3,10,2,85.94
0.7132,0.7745,0.9305,0.5429,3,25,2,107.15
0.7017,0.2192,0.1918,0.7891,1,43,1,100.28
0.6158,0.8723,0.9466,0.2717,1,34,1,112.09
0.6034,0.8256,0.7323,0.1106,2,18,2,100.74
0.669,0.6623,0.4707,0.4372,3,39,1,97.21
0.5541,0.3066,0.2746,0.4184,2,20,1,85.03
0.5862,0.6748,0.4856,0.3548,1,43,0,101.26
0.5491,0.5928,0.5445,0.7911,2,43,1,101.35
0.7162,0.8312,0.5842,0.4348,2,48,0,117.07
0.6127,0.6506,0.4609,0.1655,2,35,2,91.36
0.6733,0.2956,0.3589,0.4235,3,38,0,81.82
0.6145,0.4355,0.4703,0.4682,3,13,1,90.16
0.6931,0.4143,0.4149,0.4932,1,38,0,91.67
0.6648,0.4157,0.4569,0.2494,3,31,2,78.19
0.6141,0.688,0.6118,0.2407,2,46,2,104.9
0.657,0.9474,0.8572,0.3778,1,10,2,132.1
0.5588,0.3814,0.3244,0.6408,2,14,1,94.71
0.6643,0.2473,0.2705,0.1616,2,51,2,79.81
0.6059,0.6288,0.8044,0.4093,3,47,0,99.63
0.6916,0.7568,0.9725,0.4324,3,32,0,102.4
0.6365,0.8904,0.9035,0.1714,2,34,2,102.5
0.5707,0.375,0.4649,0.1503,2,45,2,96.24
0.6036,0.9285,1.0,0.1076,2,32,0,107.91
0.6119,0.4288,0.3483,0.1065,3,23,1,70.7
0.6889,0.3543,0.434,0.2777,3,23,0,87.44
0.7064,0.7533,0.832,0.6761,2,30,2,123.81
0.5938,0.6217,0.7387,0.2406,2,29,2,101.82
0.7602,0.6972,0.8105,0.4946,3,4,2,112.66
0.7002,0.4397,0.5695,0.4197,1,14,1,98.04
0.6338,0.9796,1.0,0.2498,3,26,2,114.67
0.6144,0.2606,0.3098,0.362,3,32,1,77.32
0.6135,0.5903,0.6934,0.2143,1,28,1,108.27
0.5622,0.4331,0.3543,0.4495,3,41,2,87.21
0.6623,0.2605,0.2671,0.1957,2,13,2,81.79
0.567,0.3901,0.455,0.4552,3,34,0,87.45
0.6671,0.3877,0.2997,0.313,3,36,1,82.51
0.6456,0.4003,0.4499,0.3514,2,48,1,90.26
0.6135,0.4032,0.4766,0.6909,2,41,2,96.99
0.6585,0.7811,1.0,0.1672,2,15,0,105.35
0.618,0.6657,0.6081,0.2935,1,11,2,102.52
0.5849,0.3322,0.3193,0.4445,3,31,2,92.49
0.5346,0.8578,0.6146,0.504,1,43,1,112.54
0.7022,0.6964,0.6927,0.2003,2,41,0,103.28
0.653,0.8659,1.0,0.7246,1,41,2,128.63
0.7431,0.2952,0.3328,0.4595,2,47,1,90.38
0.5577,0.506,0.5573,0.7145,1,2,1,106.1
0.574,0.7388,0.7307,0.1762,1,16,1,111.83
0.7021,0.6977,0.8685,0.3637,2,52,2,112.42
0.6408,0.4151,0.3506,0.6612,1,48,2,96.45
0.5562,0.3512,0.3118,0.718,3,16,1,91.62
0.6766,0.655,0.6976,0.6113,3,27,1,114.53
0.7027,0.4572,0.4217,0.7885,2,25,1,90.6
0.6156,0.5159,0.4035,0.3276,2,14,0,96.24
0.5529,0.7982,0.6819,0.2399,1,15,1,103.72
0.6082,0.3295,0.3568,0.1908,3,42,2,78.91
0.5708,0.9052,0.8281,0.1256,2,20,0,112.13
0.6474,0.8099,0.8166,0.589,3,6,1,116.59
0.5629,0.6865,0.6913,0.6777,2,3,2,107.31
0.7068,0.4065,0.5198,0.4357,3,48,0,98.23
0.5326,0.609,0.4427,0.5614,2,5,1,100.67
0.6106,0.3167,0.3672,0.1945,1,31,2,82.24
0.6837,0.3442,0.4225,0.7336,2,8,1,99.39
0.711,0.2979,0.3274,0.149,3,14,2,86.79
0.6206,0.6631,0.6987,0.6755,1,34,0,122.49
0.6078,0.4137,0.4574,0.3299,3,49,0,83.91
0.7176,0.2128,0.1656,0.218,2,44,1,82.91
0.7401,0.3504,0.3399,0.3776,1,47,1,93.25
0.5924,0.2475,0.2915,0.2323,1,46,0,91.62
0.6369,0.9041,0.914,0.7957,3,10,2,117.55
0.6842,0.2525,0.2322,0.3176,2,35,0,87.2
0.6054,0.5341,0.6476,0.5352,3,24,0,93.65
0.6319,0.6827,0.8271,0.4842,1,6,0,113.05
0.613,0.6883,0.8543,0.5803,2,46,1,108.1
0.5845,0.5162,0.3999,0.6236,1,6,2,106.99
0.5202,0.8362,0.7541,0.6551,2,9,2,110.28
0.6547,0.5969,0.4787,0.6818,2,42,1,107.92
0.6665,0.3184,0.2865,0.4506,3,33,2,82.52
0.5702,0.3016,0.3812,0.5644,1,37,2,95.58
0.5632,0.2075,0.2568,0.5657,2,38,2,86.13
0.6925,0.3643,0.4334,0.1669,1,39,0,92.36
0.5138,0.2653,0.2998,0.1462,1,13,1,73.58
0.5901,0.8704,1.0,0.7197,2,43,2,121.19
0.7331,0.3474,0.3271,0.552,2,18,1,95.73
0.7077,0.4145,0.4909,0.3973,2,29,0,98.09
0.6618,0.3212,0.306,0.1976,3,42,2,77.24
0.6168,0.3047,0.382,0.4926,1,50,1,95.12
0.6811,0.4606,0.4404,0.6155,3,15,1,97.6
0.6035,0.4818,0.4619,0.5256,3,27,2,86.45
0.6714,0.6567,0.5653,0.5398,1,52,0,111.55
0.579,0.4246,0.4267,0.7127,1,5,1,105.4
0.5404,0.4781,0.5759,0.7932,1,34,0,113.01
0.6176,0.486,0.4819,0.1954,3,49,0,91.73
0.5863,0.2765,0.2442,0.198,1,18,0,78.52
0.6077,0.286,0.2925,0.29,2,38,1,79.2
0.6272,0.8978,0.9304,0.2153,1,12,2,121.04
0.6542,0.4452,0.4494,0.4474,3,46,0,101.51
0.6089,0.4484,0.4247,0.6966,3,35,2,95.63
0.579,0.5893,0.7156,0.3358,1,2,2,111.59
0.6052,0.9856,1.0,0.7304,2,51,2,120.39
